Class,area,b1,b1_1,b1_2,b2,b2_2,b2_3,b2_diss,b2_savg,b3,b3_2,b3_3,b3_corr,b3_diss,b3_savg,perimeter
0,5,10600,766,10379,9600,739,9361,566,18987,8300,735,7967,16,552,16372,7600
0,4,15400,383,15292,14000,372,13912,279,28212,13200,395,13030,2,279,26691,5900
0,4,21600,2039,21024,20800,2043,20311,1591,32767,20600,2102,20243,0,1629,32767,6600
0,9,11900,1100,13359,10900,1096,12165,702,22277,9900,1112,11091,16,700,20291,15500
0,9,10600,1770,12992,10000,1815,12576,1060,22339,7900,1823,10280,-16,972,18031,12200
0,4,15300,560,15631,14100,528,14361,404,28079,13200,540,13489,3,412,26200,6900
0,4,12300,549,12673,10900,563,11331,427,21789,10000,528,10325,11,422,20014,5300
0,6,17500,531,17236,16000,494,15784,614,31735,15300,540,14929,14,614,30335,8600
0,7,13000,1500,13520,11900,1478,12374,366,23741,11600,1536,11937,27,325,23141,11000
0,3,15400,400,15178,13900,409,13718,316,27658,13200,403,12934,-9,341,26150,5500
0,7,12700,905,12930,11700,902,11917,643,23031,10000,886,10187,32,622,19552,9400
0,7,17500,1090,18156,16300,1077,17095,518,32767,15600,1114,16441,30,485,31477,8600
0,1,14800,1018,15736,13300,990,14240,1441,26470,12800,966,13750,26,1437,25499,4300
0,1,12100,592,11868,11700,688,11415,1033,24504,10200,590,9853,14,993,21464,2600
0,0,14300,771,13184,13100,833,11863,2635,29372,12700,857,11352,14,2641,28429,1800
0,3,14100,1691,13284,13300,1799,12646,558,25641,12600,1823,11893,0,572,24331,4700
0,4,10700,1047,10164,10000,996,9341,604,19500,8600,1047,8006,-14,599,16625,9300
0,3,12000,811,11882,10600,810,10406,331,20902,10000,831,9844,5,370,19816,5600
0,1,11500,659,12293,11600,667,12353,706,24256,9900,635,10710,-24,708,20787,4000
0,2,15600,882,16051,14300,858,14712,893,27164,13600,847,14140,4,829,25962,4100
0,5,11200,815,10557,11300,779,11649,643,23797,9200,637,9296,-25,622,19518,9200
0,6,8800,689,9462,7700,675,8310,779,16583,5800,659,6646,-7,829,12966,9500
0,6,14100,1698,15120,13100,1770,13856,1139,27339,12600,1809,13311,3,1212,26433,10100
0,6,11500,791,11008,10400,771,10220,787,21633,8700,774,8398,30,900,18312,9000
0,4,16800,873,17350,15500,855,16163,668,30006,14600,864,15344,22,687,28275,8000
0,0,18000,611,16960,16600,623,15506,850,31700,15800,632,14773,10,837,30208,1300
0,3,15100,3296,17559,13700,3658,16470,2241,27725,13300,3758,16231,1,2285,27152,7400
0,0,16000,824,16671,14700,868,15590,1450,28141,13800,816,14514,18,1429,26262,2100
0,4,8600,871,9292,7400,1144,8439,1120,16070,5700,930,6590,9,1129,12670,7800
0,4,10400,1158,11479,9600,1081,11046,568,20477,7700,1101,8942,-7,575,16612,7500
0,1,17100,888,18173,16200,870,17186,533,32495,15900,884,16753,8,597,31860,4200
0,6,11400,953,11232,10300,954,10021,658,21575,9200,939,9048,-4,668,19439,8500
0,8,15700,680,16214,14500,649,14961,693,28918,13900,673,14268,37,708,27733,14600
0,10,11500,786,12556,10700,779,11409,1066,20858,8800,779,9955,24,1004,17266,18100
0,4,16700,459,16959,15100,466,15424,829,29725,14400,475,14687,23,816,28270,6800
0,6,8600,980,8517,10700,857,10375,1006,19543,8800,756,8420,-12,904,16054,10000
0,3,8700,1082,10537,7700,1069,9488,1179,17504,6600,1091,8358,-5,1202,15422,5700
0,3,9400,1082,10537,8400,1069,9488,887,17595,7400,1091,8358,10,908,15595,5700
0,4,17600,1028,17891,16400,1045,16689,379,32254,15800,1072,16159,-14,427,30960,7000
0,6,19400,1193,19050,18300,1236,18051,1081,32767,17600,1278,17565,24,1095,32767,12200
0,1,18900,2134,13981,17700,2138,12751,2781,30893,17600,2201,12443,-21,2802,30589,3000
0,1,15000,826,15522,13500,826,14271,760,26981,12600,806,13267,6,743,25072,4400
0,7,9800,898,8599,10300,652,10164,522,19910,8900,622,8468,-17,591,16966,11000
0,3,15400,369,15952,15000,391,14876,472,29797,13500,325,13912,20,435,26772,5300
0,4,15200,1188,14788,14700,1199,13876,772,28706,12700,1193,12260,-20,754,24720,7200
0,5,9700,766,10379,8600,739,9361,583,17166,7100,735,7967,33,527,14260,7600
0,4,16800,867,17825,16600,904,17401,972,32767,13300,836,14441,8,895,27187,6800
0,9,9700,852,9557,8300,844,8303,127,16585,8000,851,7759,-6,147,15906,12600
0,6,10300,1204,11180,9500,1182,10294,850,18758,8300,1208,9152,31,843,16452,9500
0,11,12600,911,12529,11700,866,11637,202,23493,11000,944,11042,-6,212,22266,18000
0,6,11400,953,11232,10300,954,10021,806,21268,9300,939,9048,10,814,19189,8500
0,4,11800,919,12824,12900,1118,12721,743,25589,10500,921,10897,25,762,20779,5000
0,3,14200,641,13460,13300,633,12540,579,26816,11900,658,11457,34,585,24085,7000
0,7,13500,920,12856,12400,922,11696,1314,22939,10900,928,10122,8,1324,20058,12800
0,7,13600,1375,12528,12200,1396,11107,1041,23108,11600,1416,10479,-1,902,21952,9900
0,5,13100,858,12182,12300,772,12586,560,25077,10700,790,10211,22,556,21660,6800
0,11,12600,911,12529,11400,866,11637,293,23110,11000,944,11042,-23,272,22231,18000
0,7,10200,910,13155,9100,901,11747,1927,21297,8300,840,10734,-33,1879,19708,10100
0,12,13500,825,14510,12100,822,13059,412,24225,11400,792,12385,39,400,22825,12200
0,3,10300,1082,10537,9200,1069,9488,1008,19045,8000,1091,8358,-3,1022,16681,5700
0,4,14900,1188,14788,14100,1199,13876,420,27950,12300,1193,12260,22,395,24487,7200
0,4,10100,688,11647,10600,645,10929,754,20883,9500,627,10237,27,735,18539,6900
0,12,14200,1364,13515,12800,1286,12604,641,26029,11600,1218,11045,39,683,23600,16600
0,2,14700,749,14689,14000,895,13832,787,28645,12100,800,12236,-4,772,24881,5000
0,8,18700,910,18771,17700,903,17775,568,32767,17000,887,17221,14,533,32767,11500
0,2,14400,2600,13035,12900,2573,11711,3029,27200,12800,2576,11505,14,3050,26812,4200
0,0,14100,771,13184,12800,833,11863,852,26231,12400,857,11352,3,889,25297,1800
0,4,14300,751,14201,12800,771,12672,160,25289,12300,769,12094,-40,179,24170,6500
0,0,14400,431,13587,13500,397,12837,591,27091,12000,447,11208,9,635,24081,2300
0,3,14200,3296,17559,13500,3658,16470,1564,28002,13400,3758,16231,12,1564,27831,7400
0,6,16800,2691,16683,15200,2992,15291,1229,28912,14700,3148,14760,11,1231,27872,7900
0,1,14400,2160,14267,13400,2182,13208,1310,25443,13200,2217,13091,-16,1289,25043,3100
0,8,14200,1218,14796,12800,1206,13412,450,26308,11800,1319,12686,-27,512,24337,9100
0,2,16400,3164,16995,15700,3509,16078,1768,32247,15000,3691,15540,19,1783,30887,6500
0,5,13300,947,13784,11800,910,12029,1029,24470,11200,924,11315,0,1050,23270,6300
0,6,17200,531,17236,15600,494,15784,406,30764,14900,540,14929,-16,406,29364,8600
0,6,16000,1698,15120,14800,1770,13856,1104,27941,14200,1809,13311,12,1085,26860,10100
0,1,9700,669,9588,8700,701,8580,1035,17556,7300,646,7085,24,945,14770,3200
0,5,12300,731,12526,10900,712,11147,379,22116,10300,723,10590,12,379,20916,7500
0,10,11500,1034,11708,10500,1055,10828,754,21033,9000,1134,9385,19,808,18220,15000
0,7,11200,1183,11106,11000,1177,10900,279,22500,8600,1123,8620,-8,310,17739,11700
0,1,14300,1018,15736,12800,990,14240,672,25239,12500,966,13750,-8,718,24456,4300
0,5,17200,731,16815,15700,719,15493,493,31281,14900,749,14607,-9,420,29641,6600
0,7,10700,552,11286,9600,546,10207,368,19552,8400,516,8763,-27,312,17000,13000
0,10,10500,1141,10965,9500,1145,9863,360,18831,8400,1138,8956,24,377,16764,16500
0,7,8300,898,8599,10600,652,10164,508,21491,8600,622,8468,22,670,17708,11000
0,4,14800,1916,14081,13300,1890,12598,825,26616,12500,1821,11852,13,845,24937,8600
0,1,9500,1797,9442,11800,1335,12392,2124,23154,9200,1456,9464,25,2168,17918,2600
0,4,12700,549,12673,11300,563,11331,922,22952,10400,528,10325,18,943,20914,5300
0,7,17500,1135,18019,16800,1152,17028,1058,32767,16500,1257,16588,8,1102,32767,8900
0,4,14400,964,14089,13800,928,13294,1095,26666,12600,964,11932,20,1214,24043,6100
0,3,15000,677,13771,15000,677,13592,787,28737,12600,665,11496,6,745,24125,4700
0,12,15000,825,14510,13500,822,13059,575,27187,12700,792,12385,8,545,25512,12200
0,4,16900,873,17350,15800,855,16163,606,31427,15000,864,15344,35,606,29827,8000
0,1,15900,846,17151,15500,856,16703,1431,29760,13100,764,14020,27,1452,25068,2400
0,11,12300,911,12529,11200,866,11637,218,22685,10600,944,11042,-9,220,21495,18000
0,7,16200,568,15649,14800,575,14317,852,28193,14100,556,13622,-19,860,26714,10800
0,4,12300,688,11647,11200,645,10929,637,22333,10800,627,10237,36,689,21385,6900
0,4,10200,618,10299,9100,643,9338,275,18012,7800,563,7840,-10,285,15318,7600
0,2,4800,1231,5575,6300,1021,8165,1768,16168,4500,1120,5842,-12,1525,12258,4200
0,4,12900,1036,13883,12000,986,12637,366,23950,10900,1013,11642,26,435,21735,5800
0,9,11700,735,11487,10300,751,10167,433,20404,9900,745,9805,8,427,19747,12500
0,6,18900,1698,15120,18200,1770,13856,4587,32767,18000,1809,13311,28,4645,32767,10100
0,10,13200,922,13771,11900,1094,12844,512,24225,10900,979,11739,-26,535,22422,14800
0,4,16500,459,16959,15000,466,15424,214,30285,14200,475,14687,-6,237,28804,6800
0,6,8900,980,8517,9300,857,10375,512,18983,8100,756,8420,36,675,16395,10000
0,3,13500,1769,13287,12000,1753,11929,266,23754,11600,1793,11560,-32,275,22925,5400
0,0,15600,415,15743,14700,459,14862,604,28720,12900,429,13075,-20,595,25150,1400
0,2,9700,864,9715,8300,897,8390,714,16460,8100,881,7968,21,714,15793,3800
0,4,16400,442,16422,15000,435,15097,229,30266,14100,454,14157,6,229,28466,4500
0,3,12700,1082,10537,11600,1069,9488,1556,21647,10400,1091,8358,-4,1550,19341,5700
0,3,10600,1082,10537,9500,1069,9488,739,18781,8500,1091,8358,-2,725,16608,5700
0,10,12400,786,12556,11300,779,11409,1039,20364,10300,779,9955,-8,1052,18335,18100
0,4,18300,862,18075,16900,871,16720,766,32767,16300,857,15953,16,781,32681,5200
0,4,12600,785,12447,11300,785,11125,545,22754,10900,789,10584,36,550,21979,6900
0,4,12600,549,12673,11200,563,11331,283,22345,10300,528,10325,23,277,20560,5300
0,1,11700,778,12096,10300,831,10736,1031,19672,9900,756,10223,33,1031,18872,2900
0,3,25400,3296,17559,25300,3658,16470,4247,32767,25400,3758,16231,0,4222,32767,7400
0,9,13700,884,14784,12300,882,13607,681,25931,11100,868,12204,-19,654,23487,11200
0,4,11900,731,12082,10500,731,10679,595,21083,10100,734,10347,33,583,20441,6200
0,6,11500,791,11008,10400,771,10220,787,21633,8700,774,8398,30,900,18312,9000
0,1,10900,954,11478,9800,948,10412,729,20158,8200,931,8787,-7,708,16800,3100
0,9,10800,735,11487,9400,751,10167,549,19070,9100,745,9805,-8,549,18470,12500
0,3,12400,677,13771,12500,677,13592,725,26033,10200,665,11496,-9,750,21329,4700
0,5,9000,766,10379,8100,739,9361,404,16825,6600,735,7967,-6,437,13879,7600
0,10,13200,786,12556,11900,779,11409,379,24175,10600,779,9955,22,489,21535,18100
0,3,14800,400,15178,13200,409,13718,816,27537,12500,403,12934,2,866,26083,5500
0,3,18700,1058,18714,17700,1072,17750,452,32767,17100,1088,17163,9,458,32767,4800
0,6,16200,663,15514,15000,615,14602,220,30087,14000,676,13486,-9,172,28022,12400
0,5,15300,765,16216,14300,774,15242,381,28931,13600,779,14473,14,429,27625,10200
0,2,13600,734,12998,12900,711,12047,1866,28029,11800,768,10982,16,1954,25854,3400
0,4,16400,699,17271,15200,757,16015,537,31241,14800,830,15405,-23,562,30412,6300
0,4,12300,914,14192,11800,1033,13855,1152,24056,10000,942,11926,1,1152,20535,6400
0,2,17100,576,16794,15700,574,15389,497,31493,14900,573,14732,23,516,29933,5000
0,12,15400,1364,13515,14500,1286,12604,1064,27289,12900,1218,11045,-3,1070,24000,16600
0,5,16600,1819,16785,15500,1865,15616,395,31183,15000,1936,15326,-32,379,30137,6300
0,6,19000,1193,19050,18300,1236,18051,1704,32767,18000,1278,17565,6,1745,32767,12200
0,4,17700,873,17350,16400,855,16163,385,32767,15600,864,15344,-19,387,31162,8000
0,3,19900,805,19596,18900,810,18589,779,32767,18500,808,18072,-5,789,32767,6500
0,2,13800,1457,11825,12500,1539,10540,1500,23858,11900,1631,10006,23,1500,22658,5000
0,7,18200,1090,18156,17300,1077,17095,202,32767,16800,1114,16441,-20,218,32767,8600
0,9,14400,1048,15192,13700,1097,14445,537,27912,11800,1072,12764,-3,543,24206,11600
0,1,18000,888,18173,17100,870,17186,662,32767,16600,884,16753,-4,702,32767,4200
0,6,17500,1293,17450,16500,1349,16426,1650,32767,16100,1364,15766,24,1631,32247,10300
0,3,18600,1193,17349,17200,1151,16001,1856,32767,16400,1116,15326,22,1870,31566,6600
0,2,13000,1041,13141,12200,1037,12210,1031,25389,10600,1051,10805,1,1010,22431,4600
0,3,15500,528,15740,14100,497,14446,468,29302,13200,527,13543,-20,468,27502,6200
0,2,14900,882,16051,13500,858,14712,962,26570,13000,847,14140,25,877,25481,4100
0,2,13900,448,13304,12600,416,12011,360,24852,12300,423,11638,17,370,24212,4100
0,6,11900,970,12282,10700,946,11150,233,21212,10300,978,10759,7,233,20412,7200
0,4,14400,1807,12308,13400,1732,11399,2458,25545,12300,1942,10081,26,2433,23399,8500
0,4,16600,699,17271,15400,757,16015,739,30531,14600,830,15405,3,720,28941,6300
0,3,11700,1082,10537,10600,1069,9488,1152,21772,9400,1091,8358,29,1139,19506,5700
0,6,3600,1161,5356,7500,1154,9150,1693,17289,4700,1147,6269,3,1639,11689,7800
0,2,18200,1975,18927,17300,1916,18092,1654,32767,16900,1804,17870,20,1797,32767,5000
0,5,15900,1819,16785,14800,1865,15616,579,29441,14300,1936,15326,22,568,28402,6300
0,6,15900,1698,15120,14400,1770,13856,1410,27268,13900,1809,13311,14,1385,26060,10100
0,5,14800,1024,14384,13900,1011,13605,689,28402,13000,1073,12424,5,695,26537,6300
0,9,11600,892,11843,10600,897,11006,450,21441,9500,926,9722,18,441,19058,15300
0,0,13000,771,13184,11800,833,11863,1237,25000,11200,857,11352,-16,1235,23918,1800
0,2,14800,870,15928,13700,832,14767,431,27272,12500,949,13850,7,410,24902,3900
0,6,16600,1293,17450,15600,1349,16426,1320,30383,15000,1364,15766,24,1291,29262,10300
0,7,17600,1090,18156,16400,1077,17095,541,31833,15600,1114,16441,-23,562,30204,8600
0,5,12400,858,12182,11600,772,12586,1431,25189,10000,790,10211,-22,1452,21910,6800
0,5,14300,1025,14109,13200,951,13141,375,26670,11500,988,11578,-13,441,23508,7400
0,4,11000,462,11270,9900,494,10085,241,19879,9500,536,9747,5,241,19079,7800
0,8,14100,1218,14796,13000,1206,13412,1533,26391,12000,1319,12686,19,1472,24377,9100
0,4,12000,1004,12063,11000,903,11445,854,22729,10500,978,10607,8,791,21699,7300
0,2,16800,576,16794,15400,574,15389,585,30747,14600,573,14732,28,637,29108,5000
0,2,15700,1319,13746,14900,1411,12482,2239,27706,13900,1386,11629,21,2345,25637,4200
0,6,10100,980,8517,12000,857,10375,1441,23083,9600,756,8420,-32,1427,18268,10000
0,6,17300,531,17236,15700,494,15784,416,31587,14900,540,14929,17,416,29987,8600
0,8,15700,1218,14796,14200,1206,13412,866,27837,13700,1319,12686,1,881,26902,9100
0,4,13000,925,13233,11600,1038,11900,339,22552,11100,1061,11475,8,366,21562,6600
0,3,12200,1034,13239,11100,1061,12161,379,22308,10700,1059,11742,8,375,21562,6300
0,2,11600,496,12089,10100,453,10546,552,20252,9500,437,9852,14,518,18968,4700
0,6,11700,791,11008,10900,771,10220,914,22406,9100,774,8398,11,952,18831,9000
0,4,17100,699,17271,15600,757,16015,293,31443,15100,830,15405,12,325,30325,6300
0,6,17800,1293,17450,16700,1349,16426,797,32552,16200,1364,15766,11,810,31393,10300
0,1,13100,2134,13981,11900,2138,12751,1879,23741,11500,2201,12443,12,1902,23010,3000
0,3,14900,741,16725,13800,740,15545,1025,29445,13100,763,14846,-6,1027,28064,4800
0,1,14100,2128,14472,13200,2096,13433,1289,24710,11900,2077,12486,4,1293,22164,3200
0,4,12000,731,12082,10600,731,10679,397,21043,10300,734,10347,25,397,20443,6200
0,6,7700,980,8517,10600,857,10375,902,22285,8100,756,8420,12,950,17329,10000
0,6,20200,1293,17450,19100,1349,16426,1750,32767,18700,1364,15766,-34,1777,32767,10300
0,5,12900,3291,13940,11700,3525,12811,2377,24072,11200,3579,12378,30,2300,23162,9300
0,7,13000,905,12930,12000,902,11917,1095,23066,10300,886,10187,-7,1100,19691,9400
0,8,18200,910,18771,17300,903,17775,637,32767,16800,887,17221,6,616,32767,11500
0,7,12500,775,13429,11300,803,12525,531,23885,10600,780,11515,-12,520,22416,9200
0,9,14700,1048,15192,14400,1097,14445,704,28945,12400,1072,12764,7,704,24945,11600
0,2,11800,2600,13035,10500,2573,11711,331,20585,10200,2576,11505,-15,285,20168,4200
0,4,12300,688,11647,11400,645,10929,706,22535,10800,627,10237,-1,681,21281,6900
0,5,13700,1025,14109,12400,951,13141,1258,24616,11300,988,11578,27,1260,22427,7400
0,2,15500,882,16051,14100,858,14712,262,28087,13500,847,14140,19,262,26887,4100
0,0,18700,557,19039,17700,563,18030,583,32767,17100,566,17404,22,558,32767,2000
0,8,16100,680,16214,15100,649,14961,641,30466,14500,673,14268,18,622,29360,14600
0,3,12000,630,12597,10900,620,11465,293,21672,9300,593,9933,12,310,18497,7700
0,10,9400,1141,10965,8300,1145,9863,841,17266,7400,1138,8956,2,841,15466,16500
0,3,18200,1518,15768,17100,1551,14373,837,32767,16300,1494,13850,-18,849,31616,5800
0,6,14600,1698,15120,13200,1770,13856,1210,26564,12600,1809,13311,26,1193,25339,10100
0,6,16300,715,16487,14800,778,15073,406,29777,14000,784,14256,12,393,28097,10400
0,4,5600,1014,5859,9700,1137,9593,1577,21060,5400,1069,6075,-36,1662,12637,7300
0,5,15700,563,15478,14300,540,14246,627,29064,13400,540,13316,3,647,27293,6000
0,5,13900,947,13784,12000,910,12029,214,23664,11200,924,11315,-11,191,22104,6300
0,4,10100,871,9292,10200,1144,8439,1304,21154,7800,930,6590,20,1145,16275,7800
0,7,12900,905,12930,11900,902,11917,314,23627,10100,886,10187,-22,268,20160,9400
0,9,12800,1100,13359,11800,1096,12165,639,24214,10600,1112,11091,-1,658,21695,15500
0,2,14400,542,13538,13100,533,12201,1789,26622,12100,534,11242,29,1814,24727,4500
0,1,13700,593,14458,12600,558,13323,722,25210,12100,602,12872,23,768,24081,3100
0,4,14400,1916,14081,12800,1890,12598,914,27064,12000,1821,11852,-14,914,25464,8600
0,2,3100,1002,5506,6400,997,8821,1125,14554,3700,1004,6120,-19,1060,9035,3400
0,3,18300,1058,18714,17200,1072,17750,535,32767,16600,1088,17163,-30,514,32767,4800
0,5,12100,858,12182,12600,772,12586,379,25158,10200,790,10211,-6,441,20204,6800
0,4,10100,1047,10164,9300,996,9341,1047,19856,7700,1047,8006,13,1066,16695,9300
0,5,15300,1150,14825,14300,1165,14107,168,28827,11700,1094,11564,-16,291,23750,6700
0,10,13500,922,13771,12200,1094,12844,383,25116,11100,979,11739,8,397,22852,14800
0,10,10700,1034,11708,9800,1055,10828,539,20089,8400,1134,9385,23,529,17275,15000
0,2,15600,1049,14739,14700,1099,13611,2052,30893,14200,1063,13370,19,2058,29933,4800
0,3,11700,577,11342,10600,711,10600,458,20616,10200,627,9868,-13,439,19935,5500
0,4,14000,1036,13883,12700,986,12637,616,25504,11800,1013,11642,18,589,23664,5800
0,2,11600,864,9715,10200,897,8390,1022,18668,9800,881,7968,-10,1043,17839,3800
0,4,11500,1158,11479,10900,1081,11046,639,22743,8900,1101,8942,-30,639,18772,7500
0,4,12700,956,13350,12500,836,13428,804,26400,10400,911,11276,-11,810,22135,7300
0,3,13600,772,13177,12800,723,12111,906,25377,11600,835,11179,19,900,23041,6400
0,2,13600,781,14319,12800,812,13537,714,26610,11200,777,11887,-2,720,23212,3800
0,2,15500,882,16051,14100,858,14712,262,28087,13500,847,14140,19,262,26887,4100
0,3,12900,667,13671,11500,666,12211,683,23587,10900,669,11672,18,685,22481,5100
0,2,10500,2600,13035,9200,2573,11711,1164,19818,9000,2576,11505,4,1177,19339,4200
0,1,15500,827,14774,14100,821,13151,2100,26933,13600,873,12397,29,2183,25908,4100
0,5,14600,947,13784,13000,910,12029,964,24781,12400,924,11315,15,1002,23527,6300
0,4,11300,688,11647,10300,645,10929,149,20524,9700,627,10237,18,202,19256,6900
0,1,12800,2433,12214,11500,2482,11078,1835,23747,11400,2500,11104,22,1787,23537,3200
0,12,15500,1364,13515,14100,1286,12604,856,28227,12800,1218,11045,27,843,25677,16600
0,5,14000,947,13784,12200,910,12029,385,24706,11400,924,11315,20,385,23135,6300
0,4,12300,785,12447,10900,785,11125,183,21849,10300,789,10584,4,183,20650,6900
0,3,17000,564,16962,15400,552,15550,566,30358,14700,580,14795,13,541,28983,4700
0,9,14200,884,14784,13000,882,13607,843,25797,11700,868,12204,7,827,23168,11200
0,3,19200,1058,18714,18100,1072,17750,593,32767,17400,1088,17163,34,570,32767,4800
0,4,15900,442,16422,14800,435,15097,343,29702,13600,454,14157,29,360,27406,4500
0,6,20500,1193,19050,19600,1236,18051,685,32767,18900,1278,17565,27,656,32767,12200
0,4,16700,442,16422,15300,435,15097,485,30018,14400,454,14157,10,481,28243,4500
0,9,14800,884,14784,13400,882,13607,822,26239,12200,868,12204,-1,800,23879,11200
0,5,13800,4152,13807,12100,4552,12352,918,23556,11000,4786,11556,15,922,21460,6000
0,10,13600,786,12556,12400,779,11409,841,23687,11200,779,9955,11,806,21035,18100
0,1,13600,593,14458,12500,558,13323,595,24979,12000,602,12872,16,585,24097,3100
0,3,13600,1231,12926,12600,1222,11952,1104,24495,11700,1241,11077,1,1108,22566,5300
0,6,11300,953,11232,10000,954,10021,670,19324,9100,939,9048,-4,618,17564,8500
0,1,13900,1232,15305,13100,1072,14114,947,25189,11200,1086,12237,-11,950,21508,3000
0,3,15000,400,15178,13500,409,13718,329,27504,12800,403,12934,-33,364,26014,5500
0,5,15800,1330,16454,14700,1295,15290,2358,28179,14300,1301,14907,12,2368,27418,12300
0,3,10500,1082,10537,9500,1069,9488,1939,19968,8500,1091,8358,21,1920,18062,5700
0,2,14900,1319,13746,13500,1411,12482,2154,27887,12900,1386,11629,21,2077,26514,4200
0,4,12900,1036,13883,11500,986,12637,1862,25475,10500,1013,11642,4,1870,23554,5800
0,3,17400,3296,17559,16100,3658,16470,3264,29527,15900,3758,16231,18,3266,29004,7400
0,4,8600,1125,8050,11700,1191,11259,1885,21206,8800,1079,8294,4,1866,15529,6600
0,4,17600,699,17271,16200,757,16015,525,32158,15600,830,15405,30,600,31091,6300
0,5,15600,708,16434,14500,724,15338,689,28989,13600,807,14698,22,668,27268,8000
0,8,16000,680,16214,14400,649,14961,533,28695,13700,673,14268,19,520,27216,14600
0,2,17300,1180,17215,16100,1229,15984,1668,31252,15300,1273,15184,19,1675,29687,4100
0,4,8500,625,9631,7100,644,8222,552,14968,6700,597,7756,-26,556,14272,7200
0,3,16000,1786,14900,14200,1736,13130,1452,26664,13400,1678,12346,-37,1439,25143,5900
0,4,4800,1014,5859,8200,1137,9593,1154,17529,4700,1069,6075,20,962,10529,7300
0,10,15200,910,15845,14400,962,14725,1029,29941,13700,1058,14092,-2,1014,28397,13400
0,10,13600,786,12556,12400,779,11409,841,23687,11200,779,9955,11,806,21035,18100
0,6,16100,967,14580,14900,824,13904,954,30112,14100,927,12717,37,1027,28552,9300
0,13,13000,1162,12636,11800,1085,11701,483,23875,11400,1176,11026,12,512,23025,19600
0,9,16400,1048,15192,15500,1097,14445,1402,28622,13800,1072,12764,4,1389,25302,11600
0,2,17900,2178,18156,16900,2267,17210,1133,32767,16300,2282,16715,26,1091,32767,5100
0,2,14300,1958,14922,12900,1964,13432,1441,22791,12300,1977,12814,-17,1422,21735,4700
0,3,14400,481,15457,13000,468,14027,804,27404,12200,481,13173,-10,820,25883,5300
0,0,16400,461,15933,15000,463,14522,583,29087,14100,455,13588,-14,568,27272,900
0,6,14900,1308,13600,13700,1272,12451,654,27750,11800,1270,10611,-30,714,23964,9700
0,13,12200,1162,12636,11000,1085,11701,452,22381,10600,1176,11026,22,387,21383,19600
0,7,9500,898,8599,11100,652,10164,506,21764,9400,622,8468,6,679,18566,11000
0,1,12100,2134,13981,10900,2138,12751,1066,22262,10500,2201,12443,-7,1066,21491,3000
0,6,14500,766,15086,13200,755,13760,460,26727,12300,835,12907,-4,495,24941,12400
0,1,16500,1232,15305,15100,1072,14114,597,30152,13300,1086,12237,27,606,26527,3000
0,10,12900,786,12556,11600,779,11409,685,23510,9900,779,9955,12,743,20085,18100
0,6,15600,527,15354,14300,517,14178,256,28431,13300,495,13067,21,266,26470,8800
0,6,14100,967,14580,13600,824,13904,295,26954,12100,927,12717,18,318,23810,9300
0,8,9000,806,9470,10600,859,8834,1118,22410,8000,730,7511,2,1095,17308,12500
0,7,11900,1183,11106,11200,1177,10900,522,22122,9200,1123,8620,0,437,18108,11700
0,0,19100,557,19039,18100,563,18030,585,32767,17500,566,17404,-18,585,32767,2000
0,1,11500,1154,12428,11200,1033,11984,900,22537,10000,1113,10932,23,916,20270,2100
0,3,14100,434,14723,13100,400,13551,379,25583,12300,402,12894,13,354,24066,5400
0,5,13200,947,13784,11400,910,12029,795,23008,10700,924,11315,-3,829,21583,6300
0,3,13300,1124,13897,12500,1001,13055,720,26358,11100,1045,11553,1,831,23706,4200
0,6,9400,1204,11180,8600,1182,10294,735,17806,7400,1208,9152,5,702,15456,9500
0,5,15900,765,16216,15000,774,15242,385,29718,14200,779,14473,17,352,28039,10200
0,5,15000,534,14165,13700,522,12870,500,26491,13200,506,12308,-23,514,25477,8100
0,4,14200,914,14192,13500,1033,13855,587,26391,11800,942,11926,15,581,22977,6400
0,2,19900,1447,20279,19200,1500,19544,745,32767,19100,1624,19505,24,772,32767,4100
0,1,14700,2433,12214,13500,2482,11078,4520,27433,14000,2500,11104,14,4558,28137,3200
0,7,14100,775,13429,13100,803,12525,958,24199,12300,780,11515,-1,966,22491,9200
0,7,6300,1121,6895,9600,1264,9798,547,19122,7100,1147,7494,-2,537,14216,9700
0,5,15200,563,15478,14400,540,14246,662,28183,13300,540,13316,10,743,25943,6000
0,3,15900,481,15457,14400,468,14027,518,28831,13500,481,13173,40,537,27150,4800
0,6,12900,970,12282,11700,946,11150,1185,23468,11300,978,10759,-5,1227,22797,7200
0,2,16700,3164,16995,15700,3509,16078,1983,29270,15100,3691,15540,2,2100,28125,6500
0,6,17500,1293,17450,16500,1349,16426,1472,31414,15600,1364,15766,17,1487,29629,10300
0,7,11100,1183,11106,11000,1177,10900,354,21862,8500,1123,8620,12,377,16927,11700
0,7,13000,775,13429,12100,803,12525,462,24208,11200,780,11515,-9,445,22408,9200
0,5,13500,1839,15095,13000,1970,13936,1145,26770,12200,2053,12720,5,1316,25087,9300
0,3,14400,1034,13239,13700,1061,12161,329,26783,13100,1059,11742,-1,327,25518,6300
0,5,15000,1024,14384,14100,1011,13605,377,28185,13000,1073,12424,-9,368,26089,6300
0,5,12200,947,13784,10600,910,12029,1127,22518,10000,924,11315,4,1127,21318,6300
0,8,14300,680,16214,12900,649,14961,1302,28364,12000,673,14268,0,1287,26500,14600
0,12,16100,1364,13515,14700,1286,12604,637,28854,12900,1218,11045,-12,664,25239,16600
